,date,userName,review,title,rating,isEdited,developerResponse,Company_name
10,2022-01-06 16:24:03,DO NOT GET TERRIBLE TO DELETE,"First I placed an ordered for delivery. Upon arrival I received one out of three sandwiches and the one I did get wasn’t correct at all. I looked to see if there was a way I could fix this through the app and there wasn’t. This was the beginning of my problems. I then called the store as directed by their page and was met with the most rude and incompetent person. She refused to cancel it/refund it saying there was nothing she could do. When I asked for a customer support number she said she didn’t know, when I ask okay how do we fix this? She stated in the most annoyed tone “I don’t know, I can’t do anything” when I asked for a manager she said I kid you not, “oh I don’t know” are you serious? When asked for her NAME she said she didn’t know. Eventually I just hung up and was going to dispute it with my bank but she did call me back and suddenly was magically able to cancel the order. The second time I attempted to use the app, I placed an order on the app for pick up this time attempting to avoid the same issue, the order stated it went through and they where “working” on it. However when I arrived the place was completely empty and closed!!! Not a single employee in there. How the app allowed me to place an order is beyond me. I had to dispute the charge with my bank since I couldn’t even call and corporate is a joke. Over all screw subway, NEVER AGAIN.",THIEF’S NEVER AGAIN!!,1,False,,Subway
11,2022-01-06 21:21:45,Mahler rocks,"I placed my order in the app but when it came time to pay the app gave me an error message and asked me to try again. I did so. Then it gave me another error and said my cart had expired, create a new cart. I closed the app, relaunched the app, tried again and had the same problems. I finally gave up and called the store directly. After placing my order over the phone, I thought to check my email. Sure enough, there were two messages waiting for me confirming my orders from the app. I checked with my bank app and guess what? Subway had charged me three times! Two times from the app and once from the over the phone order. 

As I was looking at this information, the store called me back. Thankfully they noticed a duplicate order. What’s that you say? A single duplicate order? That’s right… Only two of the three orders showed in their system. Some thing was definitely not working right. The store was only able to cancel one order and is going to wait an hour or two to see if the third one shows up in their system and will void it at that time. 

What a horribly, unreliable app. And for people who don’t catch the extra charges on their bank account right away, a horrible inconvenience to have to call the bank and try to prove that these charges should not have existed in the first place.",App crashed but still charged me,1,False,,Subway
12,2021-01-25 21:53:51,Shadows14,"I am unable to order from any of the Subways around me using this app. I can only use it for the subway by my brother’s house. Also every time I order extra sauce it comes as light sauce. I originally thought this was a worker error, but it happened for months on end. I finally switched to ordering the regular amount of sauce and I get way more sauce now(still not heavy unfortunately.) I have also had several instances of ordering the buffalo chicken sub, but buffalo sauce is not an option so it came as plain chicken even though I paid more for buffalo. Despite my complaints Subway is absolutely delicious and it’s awesome to order through your phone instead of in store. I would order far more often if the Subways by my house were compatible(I can’t understand why they aren’t). I also once had an order that never made it to the restaurant which caused a series of inconveniences that ended with me spending over an hour in the store and eventually ordering manually. The inexperienced worker was very understanding about it despite how slow he was and slammed the restaurant was. He tried to call the manager for help who did not answer. Why the manager left a new kid all alone for a rush was beyond me.",Good app for the most part,3,True,"{'id': 4783493, 'body': 'Hi there- we are here to help! Please contact our support team at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!', 'modified': '2021-01-25T21:53:51Z'}",Subway
13,2020-07-31 16:37:06,Akominiarek,"I ordered and picked up an order though this app on 7/23 and didn’t seem to have any issues. Two hours later, the store called me to tel me that my order needed to be picked up! I had already done so! Much to my chagrin, there was a different order - two sandwiches instead of the three I ordered. I thought it would be simple and the store would cancel the order - NOPE!!! The manager said they didn’t get any money for the sandwiches and they could not stop the pending charges or reverse them so I would have to submit an online request for reimbursement because I used this app - but wait it gets better - I submitted my request that day and waited patiently for a response, but on the eighth day I called corporate. Corporate told me that they would do anything for me either and I had to take the time to dispute the charge with my own bank:/! I was told this subway is a franchise and therefore not part of the subway corporation?!?!?! Best part is I’m the only on that is out of luck - the franchise and the corporation still have my money!!!! The lack of support and customer service has been appalling. I have now spent my time disputing this charge with my bank. Subway you have really dropped the ball on something that could have been so easy to correct ON YOUR END! BEWARE OF USING THIS APP! Shame on your practices Subway.",Wish I could rate a zero,1,False,,Subway
14,2020-08-23 20:26:42,jessxxxxxxxxx,"I don’t know what’s up with this app but it keeps changing my name to my husband’s name but as soon as I go under account and click on ‘name’ it clearly shows my name then changes the name back to mine.  It caused a problem today when I ordered online for pickup. My husband went to pick it up and they claimed it didn’t go through. Then I go in and show them the order number and they claim it was never received by them and they suggested I reorder in person and pay again. Upset, I leave. Upon getting home, the app shows my order is ready for pickup so I call the store again.  They claim they still hadn’t received the order and that it must be an automated notification.  Three hours later I receive a call from said subway asking if I am going to pick up my order as it has been hours since it was ordered online. I tell the person they must be joking because I was there hours before trying to pick it up when they said it didn’t exist. It was apparently under my husband’s name somehow.  You would think they would have asked my husband if it could have been ordered under his name somehow but neither of us even thought about that. You would also think when she asked me for my order number something would have showed up in their system.  Worst experience ever.",Horrible app,1,False,,Subway
15,2018-01-09 05:03:57,Boo!!!!!,"I'm not one to write reviews but This is getting old... This app is still terrible even after the updates. Twice now I have attempted to order and it says ""something went wrong please erase your cart and try again"" or something like that. One time I completely gave up and went somewhere else only to get a call asking if I was coming to pick it up. The staff was nice enough to keep it on record as an I owe you and redeemed that later. Another time I tried a second time to get the order to go through as the directions stated and when I went in to just order it the normal way they stated the order went through twice and one ticket had 3 meals ordered. I only told it to order one meal a time.. Get this SH@$ working already.. This is going on over a year for Subway having an epic failure of an app. Keep saying they fixed it with every update... Do you even use our test the app? Someone isn't doing there job right. I'd feel pretty miserable if I was in charge of application development! Hope they're getting paid well for nothing! Almost every other food ordering app from other places has a 4 plus most over 4.5 plus rating... I think it's time you take a look at how they are doing it. Maybe throw up the white flag and call for help.. You literally have nothing to lose. Rant over.",Says failed when my order actually went!,1,False,"{'id': 2265107, 'body': 'Hi there- please contact our support team at (800)-888-4848, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You.', 'modified': '2018-01-10T19:31:19Z'}",Subway
16,2020-07-27 20:55:11,jacksonti9398,"I’m a big fan of eating at Subway because of how much you can customize things. This app doesn’t let you do that nearly as much. Items like the Steak & Cheese don’t give you the option to select a Footlong, which is frustrating because Subway currently has an offer of $5 footlongs if you order 2 on the app, which this prevents me from taking advantage of. Entire menu items are completely missing from the menu as well, like the Ham and Turkey sandwich. Also, other ingredients, such as bell peppers, are completely missing from the Customization page; but when I go into the local store in-person, they have them in stock. 

I also sometimes like to add other meats to existing menu items, but the app only allows Pepperoni, Bacon, or Guacamole as custom add-ons. I know from working at a Subway restaurant in the past that it is just as easy to add items like Salami, or almost anything else, onto an order; yet the app doesn’t allow that.

All in all, these issues with this app have prevented me from being able to order what I want from Subway via app. The Subway website has all the same problems. During this pandemic, that means I cannot order from Subway at all.",Disappointing,2,False,,Subway
17,2019-10-27 03:47:39,Nerdy0907,"I have a subway right across from my job, we were pretty busy so I ordered food through the app so I can just pick it up and go back to work. However, the app threw my order to a subway that wasn’t near me. So when I went to the subway across the street, the cashier said she had not received any mobile orders all day. I showed her the app and confirmation and we said that the address wasn’t this location but for the subway down the street. Already agitated I just had them do the order there and I paid. I called the subway where my order was placed thanks to the app and they said they couldn’t cancel it because only the manager knew how.  I called the next day and spoke to the manager (Ignacio) and explained the situation to which he said “ I don’t know why the staff didn’t call me to explain the cancellation process because now it’s too late to do it.” He did offer store credit to which I refused because that location is not near me plus I had already bought the sandwiches  again from the subway across my job. The manager said he would call me back in a few minutes and of course two days later I have yet to receive a call. I disputed the charge through my bank, deleted the subway app and am never going to subway again. Thanks Ignacio for being so unprofessional and unhelpful.",Horrible at choosing location,1,False,"{'id': 11560194, 'body': 'We apologize for any inconvenience this caused. Please contact us by tapping ""Contact Us"" in the app menu, at (833)-778-2929 or by email at appfeedback@subway.com- so that we can make this right! Please mention your concerns, the restaurant location, and your user name while contacting us. We look forward to hearing from you. \r\n', 'modified': '2019-10-30T16:57:58Z'}",Subway
18,2020-02-22 03:40:06,every nickname is taken! gosh,"Today I placed an online order for a what’s considered a spicy Italian sandwich and I’m aware that it takes up to 24 hours to load you points but something wasn’t right. Hours after getting my sandwich I went in the app and it read,” it wasn’t  able to add my points”, so I checked my email to make sure it confirmed that I purchased it. In which they sent my confirmation, but the app continued to say an error occurred while trying to retrieve points. So I clicked the scan icon to see if anything would happen, and once I clicked it. Actually every time I clicked the icon the subway app would disappear, and it would go to my home page. So I checked my WiFi to see if that was the problem which it wasn’t, and then I logged out. Once I did that it, the app said its performing maintenance on their registration process. That’s just makes me upset because I don’t know if this maintenance is going to cancel the  points I already have and on top of that I never got my points from the order I just purchased. There is no history of my purchase on the app (before logging out) because there was an error. So if I could be helped out I would really appreciate it. Also on top of that this was my first time using your mobile order, so this experience makes me skeptical of ever using it again.",App is defective,1,False,,Subway
19,2020-01-24 04:09:29,Rich and Kiki,"If you use different subway locations (you travel for work), it will sometimes revert back to the location from your previous order. I was in Highlands Ranch, Colorado making a delivery (I’m a trucker) not 200ft from a location. I changed the location in app to that store. As I placed the order it reverted back to the previous order location in Longmont, Colorado from 3 weeks earlier and sent the order to that store. When I got the confirmation email I noticed the mistake and called that store to explain to them what happened. The store manager told me “it’s an electronic payment and there’s nothing she could do”. I asked her not to make the sandwich as I wouldn’t be able to drive 2hrs with traffic for a $7 sandwich. 
I contacted subway through the email I found on the app and they responded with each store if individually owned and there was nothing they could do. So I was charged the money anyway. I know it’s not much money but if it happens to even 1% if the people that use the app it’s a lot of money subway if profiting for nothing. It’s a simple fix that they need to do. 
If you only ever use one location it’s a great app but if you use multiple locations for lunches at work or something it’s not worth the time you’d save. I’m deleting the app and subway isn’t in my lunch rotation anymore.",Needs a location improvement,1,False,"{'id': 13211430, 'body': ""Hi, there. We are sorry to hear that this has been your experience. You can contact our support team by tapping 'Contact Us' in the Menu or at (833)-778-2929. If you can, have your app version, device type, and steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!\r\n"", 'modified': '2020-01-31T01:08:37Z'}",Subway
20,2020-01-24 09:44:27,Brl.Dots,"THANKS to Subway phone tech support, we figured out what the issue might have been.
I'm running iOS version 12.4.1 on my iPhone. I was impressed when the support person with whom I spoke actually knew how to turn on VoiceOver, and try the app using it with his phone. He was running iOS 13.3, and I heard the app working as it should, getting past the first screen. He also had a coworker try it with iOS 13.3 on an older phone.
So, we arrived at the solution that I would update my iPod Touch, and see if I can get past the first screen with it. When I tried that the next day, sure enough, it did work!
And now, for whatever reason, it's again working on my phone at iOS 12.4.1, too, when the other day, I could double tap until the cows come home, and it wouldn't go anywhere past the initial screen.
MANY THANKS Subway tech support! You've restored some of my faith in app developers and tech support people who actually have an interest in app accessibility!
THANK YOU AGAIN!
The original review text from a few days ago is below, but I consider this issue definitively resolved for the time being!
Tina E.
ORIGINAL REVIEW TEXT, which no longer applies:
How can I redeem my rewards, when I can’t even get past the first screen? Please, please fix this before January 31, 2020! If not, I have no way to use my four dollars reward that expires by then.! Thank you most kindly for your attention!",Subway support helped solve accessibility issue with VoiceOver! Might have been iOS version issue.,5,True,"{'id': 13084802, 'body': ""Hi, there. We are sorry to hear that this has been your experience. You can contact our support team by tapping 'Contact Us' in the Menu, by email at appfeedback@subway.com, or at (833)-778-2929. If you can, have your app version, device type, and steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!\r\n"", 'modified': '2020-01-24T09:44:27Z'}",Subway
21,2021-10-02 17:16:50,C0braStr1ke,"*Edit* this is the worst of the food apps i use. Rarely does it work when i want it to. And of course why would the restaurant uphold the coupons that the app offers? That would be too convenient to the customer. Customer service is as rare as a unicorn these days.   

Im only leaving this review based of a recent experience I had using the app. I ordered a sandwich from a local subway shop, I got a call almost instantly saying that they were out of almost everything, at that point why they were still even open I dont know, so I obviously didnt want any other sandwich of the two bad options I had with what they had left, so I asked them to cancel the order, and the employee said there is no way to cancel the order on their end……so what are we suppose to do when this happens??? They offered me another sandwich but i did not want another one and then they said I could pick up a sandwich tomorrow…but I dont want the sandwich tomorrow. Now I have to deal with this during work in order to talk to the manager and possibly corporate subway to get this figured out. Subway is quickly going downhill and its sad to see.",*edit* app is horrible and rarely works!….,2,False,,Subway
22,2021-04-22 19:05:57,Fenomis,"There is always always always an issue with this app. I know that there’s another bread available when I go in the store. It’s the 9 grain honey oat. I only saw that option once on the app. The buffalo sauce was unavailable for a couple of months (except for the buffalo chicken sandwich was the only way to get buffalo sauce on this app). That issue is fixed now. BUT NOW, I ordered today and there was no possible way to get the bread toasted. The toasted option wasn’t there. Only on the artisan flatbread was the only one with the toasted option. So on the “special instructions “ I put the word TOASTED 3 times all in capital letters. And guess what, my sandwich was stone cold and not toasted at all. The egg whites came straight out of the refrigerator. I don’t want cold eggs. And it would be nice to have ALL of the seasonings available. Sometimes there’s only one available, sometimes there’s 4 available. Even if there’s 4 it still doesn’t display them all. There’s always an issue with this app. There were times I bought cookies and chips and I didn’t receive them. I don’t think I ever had a smooth experience with this app. I only still use it because I like subway.",Always an issue,2,False,,Subway
23,2020-12-16 00:29:14,AvenP,"app popped up with a message asking if I was ""enjoying"" It after using it for less than ten minutes. It took all of those ten minutes to get through the glitches so it would actually allow me to order, so I said no, I wasn't. The next pop-up was the most condescending ""Oh no! Do you want to tell us more?"" I've ever seen. I hit yes, thinking it would take me, like.... anywhere. Here, maybe? To a form that you can submit on their website or through their app (if you can get it to work long enough to find it)? 

Nope! It asked if I wanted to call them. The ONLY option it gives for feedback about a bad experience is calling and talking to someone on the phone. What year is it?? I get that it took them four years longer than any other fast food joint to actually have an app in the first place, but surely, *surely* they aren't only giving that option for frustrating experiences because they know very few people will actually call, right? That can't possibly be it. Sure, there is literally no reason to *only* have a phone option in the year 2020 for a major fast food joint, but.... okay, there's no but. So hey, congrats! A one star review and a rant, just like you really didn't want me to ◡̈",yeah no thanks,1,False,,Subway
24,2020-08-01 15:02:59,emiked,"where to even start? i have no idea how the app has 4.8/5 starts because every time i try to use this app, i run in to NUMEROUS issues to the point that i give up and usually end up getting food elsewhere. it’s slow, and doesn’t even work half of the time. when it does, i encounter error after error. it asks you to confirm your order location approx FOUR separate times during the ordering process, you cant use a gift card unless the balance covers the entire order total (cant split between a debit/credit card and gift card - so dumb) and editing your sandwich is so lengthy and unnecessarily difficult. setting a payment method is a nightmare and again, i don't think you can even use a gift card loaded to the app in person at a subway unless it covers the whole total???? the app also shows pop up ads CONSTANTLY  throughout the ordering process which is just annoying and a nuisance. takes you to the final order page after every item you add - also annoying - and it’s so tedious to try and edit an item added to your cart. overall the WORST experience i have had using any app ever, not just food wise. do better subway.",quite literally the worst app i have ever used,1,False,,Subway
25,2020-05-13 01:44:47,Brelove13,"I placed an order on the app an hour in advance and realized that it was at the wrong location. The app doesn’t allow you to cancel an order, to do so you would have to contact the restaurant. I called them and they said that they haven’t received the order and they hung up in my face. I called back and the guy said that he checked the orders and mine hadn’t shown up. He asked what time i placer the order for and I told him 8:15pm as it was about 7:20 pm. He said (with the rudest attitude) to call back closer to the order time to cancel. I said I would and I placed an order for the correct location. I called them at 8:05 pm and nobody answered. I called them at least five more times with no answer. I decided to go to the restaurant and handle it inside. It took 30 minutes to get to the front of the line and the girl couldn’t do anything. I was extremely late for work waiting on that line and I HAD to take the sandwiches. They were prepared incorrectly on top of all of it and I still had to pick up my order at the correct location. I’ve never know an app not to have a cancel option. This is ridiculous and I want a refund. Never using this app again. It was a complete waste of time and money",Worst app ever!!,1,False,,Subway
26,2020-06-19 02:10:12,FLBoy Suave,"I tried to place an order with a coupon. Turns out the coupons aren’t accepted at my local subway. That’s fine. But the order said it’d be ready for pickup at 9:30 PM which was HOURS after I placed the order. I called the Subway and told them I wanted to cancel that order and that the app said it would be ready at 9:30 PM. They said no order came in. So I said that’s fine but I don’t want the order if it does. Unfortunately there’s NO way to cancel orders from the app. Here I am at 10 pm getting angry calls from Subway saying hey come pick up your food, we’re trying to close. I explained to them that I called and canceled hours ago but no order was showing. So when my order finally showed up they made it and charged me. I told her I wanted a refund which at first she wasn’t going to give me. Eventually they decided to refund my money. I’m not mad at the subway because it’s the app’s fault for not having a cancel option. I imagine after hours they had done forgotten about my phone call and fulfilled the order not thinking anything of it. Either way, I’m deleting the app. If my local Subway isn’t going to utilize the coupons advertised, there’s no real incentive to keep it anyways.",Broken,1,False,,Subway
27,2019-12-08 19:22:36,lynandfrank,"This app would be great for big orders “when” it works. I took 30 minutes to put in a very large order. It said it went through and a pick up time. Came at the pick up time and found out that it had been voided. Called the bank and found out that they charged us for the order. 10 minutes later Subway voided the order from the bank too, nothing to do with the bank. Had to then get in a long line and re order our large order. What a waste of time! Called the 800 number they don’t care and told me it’s on the specific store side. All I got back from the store was a already formed email that they send to every customer who has an issue. Not ever using this app again. Waste of my time! No one cared to tell me how this can be avoided again or if I use the app again if this would happen again?!? If I want to make a large order I will go somewhere else that cares to have my business.",Did not work,5,False,"{'id': 12776128, 'body': 'We apologize for any inconvenience this caused. Please contact us by tapping ""Contact Us"" in the app menu, at (833)-778-2929 or by email at appfeedback@subway.com- so that we can make this right! Please mention your concerns, the restaurant location, and your user name while contacting us. We look forward to hearing from you. \r\n', 'modified': '2020-01-07T17:01:49Z'}",Subway
28,2019-12-02 00:34:48,Pawn'd,"Subway doesn’t update the app! 
Food items are still listed even though they have been removed from the menu. 
Also, local store inventory is not in sync between corporation so the app doesn’t know if they have items in stock or are temporarily out... so if your lucky you will get a call from the store location telling you they don’t have what you ordered or the items not on their menu and you have to give them a replacement order over the phone on the spot. Or you get to the store expecting to pick up your order only to find out they don’t have the items and you need to make your sandwich/s anyway. 
And... that doesn’t take into account the possibility the price of what you then order for replacement is a lower price then the original order but that’s just to bad, because you already paid the price for the higher items so you’re expected to “eat” the difference in price because you ordered and paid online on the app! So that’s just to bad for you... convince comes at a price and we definitely pay that price with subway... if you like gambling then this is your app... you roll the dice every time order...",doesn’t reflect food items at store locations,1,False,"{'id': 12776484, 'body': 'Hey, there- if you send us a quick note on the website by tapping ""Contact Us"" and choosing ""Restaurant Feedback"", we can make sure the exact restaurant location takes a look at their online menu to make sure it matches up with the in-restaurant offerings. Thank You!\r\n', 'modified': '2020-01-07T17:24:24Z'}",Subway
