,userName,rating,review,title,isEdited,date,developerResponse,Company_name
19,Glo4327,1,"Still no refund since 3/8/21; sent in my order number and nothing. Beware!!!!

I ordered via this app, got to the store and discovered they were out of both items. No one watched out to me until I got there. Tried to cancel so I could get a refund. No cancellation choice. Had to call the customer service #, was told credit may take 2-3 days depending upon my bank; a week has gone by and still no refund. Please do not use this app. You will never get your money back.","Out of food, durham nc roxboro road",True,2021-03-25 01:36:57,"{'id': 21707913, 'body': ""Oh no! We sincerely apologize for your experience at the store. We'd be happy to take a look into this for you, please contact us at KFCMobileTeam@yum.com with your order number. Thank you."", 'modified': '2021-03-25T01:36:57Z'}",KFC
20,cb479,5,"This app does everything I need it to for my chicken cravings. I’ve only had a few issues here and there, but nothing I couldn’t figure out and work through.",Decent app,False,2021-11-03 17:15:06,,KFC
21,twoon8,2,"Went to kfc today.  Hadn’t been for a couple years.  Had to pull forward to wait in fries.  Husband said his fries were fresh and hot and his sandwich was warm enough.  I ordered the chicken strips and fries.  Chicken strips were somewhat warm.  Fries were cold.  Room temperature at best.  I tasted one.  I don’t understand.  If a customer has to pull forward for 5 or so minutes to wait on fries to cook, why would staff not give fresh fries with all of the meals?  Disappointed to say the least.",Disappointing,False,2021-11-20 02:52:50,,KFC
22,Galaxydead,4,I like being able to order ahead and save time but I can’t customize which chicken pieces go in the bucket.  My wife doesn’t like the wings and prefers to switch them out for breast pieces.  Since we can’t request that we have to go to the store and order and wait.,Need to be able to customize chicken pieces,False,2022-02-20 17:16:30,,KFC
23,fortyf1ve,4,It’s sad how this is the way I have to look for ways to order my Dinner at kfc. They don’t know what that means at the restaurants. They always want to sell you a combo with a drink. I don’t need the drink. At all. So frustrating. The app lets you see options they don’t even know about at the location.,Dinner option.,False,2022-02-06 03:53:32,,KFC
24,emwantstodie,1,There’s a kfc right down my road but instead it tells me I can only go to the one 11 miles away?? If you can only use this at certain locations it shouldn’t be an app. This is not a problem at any other fast food chain that offers a mobile app. Not to mention why can’t I scan for points? I download all the food apps just to scan for points when I occasionally get food there. Clearly the kfc app is just as outdated as their stores.,"Waste of time, outdated",False,2021-10-10 16:36:02,"{'id': 25650548, 'body': ""Thank you for your feedback. We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-10-13T04:15:24Z'}",KFC
25,HerBatsy,1,The app will allow you to order from a store that is closed. Then charge you and force you to speak with multiple agents in order to refund the order for a product they did not provide. There is listed to be an option to cancel an order that isn’t made yet but this is false. Over an hour of my time on the phone waiting to have you return my funds without even an apology.,Questionable business ethics,False,2022-03-07 07:04:46,,KFC
26,RoscoeSlods,3,"The app works pretty well. I placed order, pulled into one of several designated curbside spots, followed all instructions. I could’ve sat there till midnight, and they would never have brought out my food. Apparently they don’t check their alerts! Employees weren’t busy at all. Why have designated curbside parking spots if you have to go inside????","App is fine, local KFC not cooperative",False,2021-04-09 01:24:50,,KFC
27,Debbie Dootle,2,App is very hard to use to order. Some of the selections don’t work. Tried ordering a chicken sandwich. Said there were 2 to choose from. Couldn’t choose. Just had to add to the bag and hope we got what we wanted. This happened on all choices. Was unable to see the the size of cole slaw. It was easier to wait in a long line and order at the drive thru.,Hard to make selections.,False,2021-12-30 23:42:01,,KFC
28,Ghatty,1,Downloaded this because of an advertisement for “free delivery” when ordering via the app. When I try to use this garbage it just sends me to DoorDash (complete with their usual delivery fee). What is the point of an app that does nothing except send you to another app? Why not just say “use DoorDash” instead? This is a COMPLETELY useless app designed to steal your data while offering literally nothing. Save yourself the annoyance and skip this one.,"Useless app, false promises",False,2022-02-24 20:09:18,,KFC
29,Anubisankh,1,"First, the app is fine. It’s a little clunky, but manageable. KFC managed to remove all of the convenience from a mobile app.  The problem is that unlike every other fast food place, when you order via the app, you can’t pick it up in the drive through. You either have to park and call a phone number for it to be brought out to you, or you have to park and go inside to get it.",KFC doesn’t understand mobile,False,2021-09-30 19:15:15,,KFC
30,Bluesquidboy,1,"KFC is certainly tasty but it also is expensive so I usually use a coupon for a bit if savings. I liked the idea of being able to order ahead, however I discovered this app does have a provision to enter a coupon so everything purchased through the app is full price. They should add coupons to the app so same price is available for online as for walk-in.",Doesn’t take coupons,False,2022-03-17 02:10:00,,KFC
31,Charleweez,1,"The app does not notify you when a menu item is out of stock and yet it still charges you. I placed an order and the restaurant told me that they did not have any pot pies, but there was no way for me to cancel the order to avoid being charged for out-of-stock items! So I was still charged for the order even though the restaurant didn’t have all of the items I wanted. And I couldn’t cancel! Fix your app KFC!",Horrible,False,2022-02-10 02:47:43,,KFC
32,Slappy the chi monkey,2,"KFC How are you not gonna have a deals tab on your app?  The $5 deal is nowhere to be found on the app, none of the cheaper meals are listed.  We’re getting the app and selling our data souls for some points and a free chicken leg every 6 months once we accumulate enough points to earn it.  Let us get the cheap meals too.  Please tell me I’m dumb and missed it",I’m hoping I’m just dumb,False,2021-06-12 00:25:42,"{'id': 23377743, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-06-14T18:15:20Z'}",KFC
33,bgs50,1,Used app. Charged the card. After long wait when I got to the speaker they only had part of the order. Didn’t have time to call people that I was picking up for to see what else. Tried to call customer service to refund card only to not get anyone on the line ( big surprise). Will never use app again. Cash only from now on in case they fail to deliver.,Charged card but no food,False,2021-10-01 02:04:28,,KFC
34,Most avid listener!,1,"This app is a mess. It took forever to get the payment part to come up so I could populate it; then the “place order” bar never became active. Get it right, or take it down, guys! This is a simple app and the difficulties with it are frustrating in the extreme. Now I have to watch my payment card to ensure I wasn’t charged despite never being able to click that place order bar.",This app is so screwed up,False,2021-08-17 21:58:04,"{'id': 24835217, 'body': 'Thank you for letting us know about your experience with the KFC app. We are working to improve our app experience and will escalate this to our team. Can you send us  screenshots of any errors to KFCMobileTeam@yum.com so that we can follow up.', 'modified': '2021-08-31T21:38:08Z'}",KFC
35,moltroub,1,"Don’t bother wasting your time on this. KFC just wants to push deliveries and not improve customer experience as always.   We cannot order unsweetened tea or half cut tea. Cannot request all legs instead of leg and thigh. Cannot tell them not to bother with the cookies as no one likes them in our home. As others have said, it doesn’t decrease the wait time. Perhaps KFC needs to take lessons from Chik-Fil-A",Cannot customize order,False,2021-11-21 22:31:35,,KFC
36,dollycase,1,"Downloaded the app just to order online. Place my order and less than a minute later they call me on the phone to say they’re out of chicken and have been for several hours. 
Why, on the app, doesn’t it say, “out of stock” or some other notification? Why am I now responsible to call corporate to cancel my order? She can’t just cancel it? There are so many head scratchers here.",Out of chicken,False,2021-10-16 03:08:25,"{'id': 25910734, 'body': ""We sincerely apologize for the troubles you've had with the app. If you have not already you can reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact and they can assist you with this issue."", 'modified': '2021-10-26T18:13:51Z'}",KFC
37,AleshaLee,1,"Downloaded specifically so I could order and pay ahead. Tender buckets are nowhere to be found. Grateful I didn’t actually order after I read other reviews stating missing menu items, inability to pay using Apple Pay, and in at least one case, someone ordering and the store not able to fulfill the order or help with a refund. What is the point of this app?!",Incomplete menu,False,2021-05-21 17:51:33,,KFC
38,P Dani,1,"I down loaded the app and set up the account. Placed an order only to be told it was canceled, not once but twice. I have now decided to never use or eat KFC again and this is due to when I went to the location they would not honor my order stating that is only an online thing. I showed them the 2 cancelations and they were like oh well. This company has gone down hill withe there service.",Dose Not Work!!!!!!!,False,2021-03-08 23:02:24,"{'id': 21565981, 'body': ""That doesn't sound right! Can you give us more information at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-03-10T13:00:12Z'}",KFC
39,jedivelez,1,"I tried to order a Beyond nugget combo on the app like I usually do but for some reason the app does not list Beyond meat any more. I then visited the restaurant in-person and when I ask for the Beyond nuggets, they had no problem preparing that for me. 

So in summary, the app is not showing menu items that are available in the restaurant if you go in person. Terrible…",Missing menu items,False,2022-02-26 03:18:00,,KFC
40,Good couponer,5,Introduce KFC Rewards a rewards program to earn points to redeem for free stuff at KFC like chicken and sides points can be earned  for ordering in restaurant or online or in app can also redeem points as well,Suggestion,False,2021-03-09 02:37:12,"{'id': 21566003, 'body': 'Thank you for providing your valuable feedback. Please reach out to us at KFCMobileTeam@yum.com, if you have other suggestions.', 'modified': '2021-03-10T13:02:02Z'}",KFC
41,ABCGIRLS,3,I have to say the food was done before I arrived so it was easy for me to pick up but when I got home food was missing from the bag. That makes it terrible on me because now I have to go back to pick up the food that I didn’t yet.,Order not complete,False,2022-02-11 23:05:14,,KFC
42,goose546,3,"Placed an order on the app and picked up in drive-thru with no problems. The app doesn’t have the chicken tenders in their menu options, though. Just popcorn chicken. It would be nice to be able to order from the complete menu.",Glad there’s finally an app but incomplete menu,False,2021-04-30 15:42:23,,KFC
43,Tim Salmon,5,Don’t understand why it’s only original recipe. We can’t choose extra crispy?,Why is there no extra crispy option?,False,2022-03-10 23:57:45,,KFC
44,KYCoty,5,Glad to see KFC finally has their own app. I’ve used it a few times now and the experience has been great.,About time,False,2021-04-12 14:23:29,,KFC
45,Sexygun,1,"Terrible experience with my first order. Half the order was missing on arrival, driver refused to help, called restaurant and nobody picked up the phone. Assistance from app is non existent, they go out of their way to make it difficult to contact them. This is a total scam operation. I have never left a review before but I am truly upset. Deleting the app right now.",Missing half my order,False,2022-03-02 22:48:55,,KFC
46,Henry914,2,Nearly impossible to use almost acts like some junior level scam app. Check the apps by the other YUM Brands like Pizza Hut and Taco Bell guys. Update just couldn’t justify keeping just not functional needs a lot of work. May check back when you guys have time to work the many bugs out of it.,Better than nothing barely,False,2021-06-01 00:57:44,,KFC
47,LovesFatalCurse,1,"It would not allow me to make an account so I used a browser to make one and it still would not allow me to sign into the account so in my experience this app was a waste of time, there was an option to continue as a guest but there are no exclusive deals when I tried that so I gave up and deleted the app",Deleted within an hour,False,2021-05-23 23:06:30,,KFC
48,Jackson3010,5,"Just got the app, signed up, and tried to pick a store, but when I select Houston, Texas, where I’m at, it says no results. Pretty sure I’ve eaten KFC here for ugh, at least 30 years.",No KFC Store Located,False,2021-05-03 00:30:16,,KFC
49,FatDirector,4,"I love the UI/UX, just the payment part needs more work. But they finally added the Apple Pay option, which is extremity convenient. So glad that there is finally a KFC app.",Payment step issue,True,2021-10-02 23:00:01,"{'id': 23242750, 'body': 'Thank you for providing your valuable feedback. Apple Pay has now been added as a payment options if you would like to try the app again. ', 'modified': '2021-10-02T23:00:01Z'}",KFC
50,philrelf,1,"Warning don’t accidentally add or change your mind about what’s in your order, because there is no way to remove items. I even tried deleting the app and reinstalling items where still there. Ther is an edit button but using that still doesn’t allow you to remove or delete items.",Terrible app,False,2021-12-06 18:56:19,"{'id': 26717972, 'body': 'Hey Phil, we understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at KFCMobileTeam@yum.com.', 'modified': '2021-12-08T15:44:50Z'}",KFC
51,Ms Pearl too,5,I love the ease of using the app and the fact that there is no delivery or extra fees when ordering through the app. Thank you KFC!!,Great Ordering Experience,False,2022-02-27 01:45:46,,KFC
52,Mis7er J,1,Store service is the worst don’t listen to the app when it says pull up to drive through and announce your order. Because they will tell you to come in. Second they will substitute your items with things like extra gravy when you paid for more Mac and cheese. Will never get my business again,Terrible app even worse service.,False,2021-04-22 04:00:45,,KFC
53,jc1243(,1,Went  on the app and paid. App told me it would be ready in a few minutes so I came to pick it up. They didn’t have the chicken ready or even what I had ordered available at all. Had to wait 10 minutes to get something that I didn’t even order. Useless app. Better off just going to the store,No good,False,2022-01-03 02:33:50,,KFC
54,golddude651,4,I love kfc and everything but if y’all would add a extra option too your pickles and other items I’d be a happy person :),Would love extra options,False,2021-03-23 16:22:25,,KFC
55,TashTish,4,The last of the fast-food chains to release an ordering app. Why this took three times longer than the others I’ll never figure out.,"JFC, what took so long",False,2021-12-02 18:11:14,"{'id': 26718733, 'body': 'We are here now :) Thank you for the review, give the app a try and re-rate us after your experience! Thanks!', 'modified': '2021-12-08T16:15:38Z'}",KFC
56,danny9186769,3,This app needs a delete button in case you change your mind on your order.. I even deleted the app to clear my “bag” and it was back in after I reinstalled the app?!?!?!,Delete button needed,False,2021-10-25 14:48:30,,KFC
57,Rustyg80,3,"The app layout is intuitive and easy to navigate. However there is no option to order drinks without ice which creates waste, since I refill the drinks without ice during pickup.","Well laid out app, but missing options",False,2022-01-25 18:07:01,,KFC
58,Shenoudameero,1,"I placed my order through the app, order was confirmed, and I was charged, so I went to pick it up, but the store didn’t have my order, and they said the only way to fix that is to dispute my card charges, it was my first time to use the app and definitely the last because I deleted it.",This app is a joke,False,2021-10-25 16:00:10,,KFC
59,witwil,1,"The app is totally useless because when you try to pay for anything that’s in your bag it simply says unexpected error. I tried to use both Apple Pay and manually put in a credit card with the exact same result.

I gave up and went somewhere else, and deleted the app",Useless app that doesn’t process orders,False,2022-01-03 04:04:53,,KFC
60,Irishginny,5,Super App! Can’t believe it was so easy to get the order done so quickly.  I’m going to use it frequently.,App,False,2022-02-26 23:35:07,,KFC
61,JasKi1234,1,"I don’t understand why these companies make food app that doesn’t accept ApplePay, and instead try to force people to store credit card info.  

I’m not putting my credit card info on every single food/restaurant app, so until this app supports more convenient and safer payment option (ApplePay), I will not be using this app.",Doesn’t take ApplePay,False,2021-05-14 23:55:41,"{'id': 23243048, 'body': 'Thank you for your valuable feedback. Apple Pay has now been added as a payment option if you would like to try the app now. ', 'modified': '2021-06-07T14:27:41Z'}",KFC
62,busy twinkerbell,5,At first I didn’t quite like kfc. However once they came out with the Nashville tenders it makes up for EVERYTHING those are so good.,Nashville,False,2021-05-17 18:45:20,,KFC
63,Gabriel2790,4,"App is great and works perfectly! Just needs Apple Pay as a form of payment. Restaurant has it already in drive thru and inside, why not have it in the app?",Apple Pay needed!,False,2021-04-11 02:56:09,"{'id': 23242774, 'body': 'Thank you for providing your valuable feedback. Apple Pay has now been added as a payment options.', 'modified': '2021-06-07T14:14:05Z'}",KFC
64,DarthRecneps ,1,"I know you still sell grilled chicken, I called and asked, but your app still only has the option for original or crispy chicken. You’re losing orders from me on a regular basis just because I can’t order something halfway healthy that is on your menu, that your app developers forgot about.",Where’s the grilled chicken?,False,2022-02-28 00:14:28,,KFC
65,ibbl81,5,"Thank you, thank you, thank you! Just had the new Beyond Chicken and it’s fantastic!  Please continue this product!

Brenda",New Beyond Chicken,False,2022-01-11 00:18:49,,KFC
66,ICEMANN530,4,It would be nice to have the option to take out and replaced with other pieces,Options,False,2022-02-12 00:08:23,,KFC
67,lipseyt,1,"There are two locations within 5 miles of my home. I have geolocating turned on in the app but the app shows no stores near my location. 

This is such a basic function for an app and the developer cannot get this basic feature to work.",No stores listed,False,2021-09-25 19:13:54,,KFC
68,Zelium,1,"Installed the app, chose the store near me, selected the items. But I kept getting the message that said ‘bag is empty’ when I try to pay it. Tried multiple times on different locations and networks (wifi/cellular). Never worked.  Ended up going to the stored and made an order using drvie-thru.  Useless",Never worked. Useless,False,2021-05-23 18:42:16,,KFC
69,Johnnykegr,2,"I downloaded the app and immediately found out that I could not change the sides on two different family meal options.  The meal was stuck on coleslaw and mashed potatoes - I wanted neither.  Please change that, then it would be a good app.",Cannot Edit Sides?,False,2022-03-17 23:37:14,,KFC
70,BIGGZHOUSE,1,I enjoy KFC Beyond Chik’n and this app doesn’t allow you to order it. It doesn’t even come up in the menu items. Just so happens that the KFC I’m at is only doing online/app orders or drive thru and I in a tractor trailer and can’t go through the drive thru. So I can’t order anything. 😡,App doesn’t allow you to order Beyond Chik’n,False,2022-03-08 00:13:28,,KFC
71,Redscarlett1,2,Waited forever for food and 15 mins to be acknowledged. Put in order at 5:13 it’s 5:34 still no food.  Have to wait for them to cook chicken.   Like they don’t know people are gonna get food on their way home from work…….,Quick pick up not quick,False,2021-12-16 23:35:18,,KFC
72,BB_takenote,2,"Decided to give the app a try, however probably a once a done with. Placed order and app looked good, as I was pulling into location, app informed me there was a problem and the order was cancelled. Low and behold, I was still charged.","App cancels order, still charges you…",False,2021-06-21 23:31:40,"{'id': 23686376, 'body': 'Thank you for letting us know about your experience. We sincerely apologize and if you have not already please reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact and they can assist you if any refund is needed.\r\n\r\n', 'modified': '2021-07-01T02:10:35Z'}",KFC
73,jamesmckee,3,Was going to place an order via app but the drink options in the app are not complete. The option for Sobe Water was not present. Also unable to upgrade drink size.,Solid start,False,2021-09-24 21:39:47,,KFC
74,theplesentone,1,"Store never got my order, first they thought it was a door dash order. Then they got the order but couldn’t see it…this was about 35 min after the order was placed. So I told them what it was…and I forgot that I had a mash potato bowl on it, guess that $5.59 was on me, for forgetting I ordered it….just another failure of KFC.",Store never got the order.,False,2021-12-28 18:26:36,,KFC
75,Swiss Machinist,2,"Love KFC chicken. There is none better. And that especially goes for the livers. 

 Not all KFC’s have livers on the menu, (bummer), but I should be able to order livers from the stores that DO serve them. In addition, I noticed KFC’s website doesn’t list any livers either. And that’s just plain un-American.",What? No livers?,False,2021-04-17 14:20:22,,KFC
76,Mojobaby,2,To make this app more easier to use it would be very helpful to follow current menu items. I’m not saying the promotional ones but at least the everyday menu items!!!,App needs to follow location items???,False,2021-05-19 00:18:40,,KFC
