,date,isEdited,review,userName,developerResponse,rating,title,Company_name
10,2020-09-03 20:26:14,False,"This started out as a great app, but now,  no longer deserves 4-5 stars. They’ve done way too much to make it all fancy, that it makes the app work so slowly, when navigating between the different functions, especially when it first starts up. Also, annoying that certain deals are scan only, mobile only, deliver only...a deal is a deal. Why should it matter if we use it on the app, at the restaurant, or delivery? And stop the restrictions on using one deal for a certain amount of time!!! If I wanna use a deal, and get back to the end of the line to use another deal, I should be able to do so like the app allowed you to do originally! The new updates have not made anything better, but instead made it more buggy. I’ve never had to keep logging back into my account before, but now it seems like the app can’t remember my login, even if I had already logged in 10 minutes prior, which is very annoying when you’re already in line and waiting for the now slow app to load up and then show the deals, with people waiting behind you. There should be a face/finger ID or stay logged in option. And I agree with another user, if I make an order from my phone and want a friend/family member pick it up, there should be a way to do that. If a super basic Little Caesar’s App can do that, then why can’t this one?!!!",ScalTrojan96,,2,"Used to be great, but now sooooo slooow and very buggy",McDonalds
11,2020-05-20 16:16:36,False,"Overall I enjoyed the app where I could customized my order specifically how I wanted it and could clearly see the price increase for each option - who wouldn’t more pickles for free or a extra slice of cheese for 30 cents.  Also there are daily app exclusive deals and coupons like buy one get one that are great and makes ordering tempting.  However; the issue and an app killer for me is the payment system.   Last 3 trips I ordered and set up for curbside delivery.  A few minutes latter the app shows there’s been an error and I need to “go inside to see the cashier”, so in these social distancing days that means going through the drive through.  When you pull up they can see your order but they say the Payment is still pending.  Each time I check the app and it gives me no option to retry payment or other options.  So i tell them at the window to cancel the order and end up leaving with no food.   I have now discovered that the charge later went through and still showed up on my credit card statement.  So now I have wasted time on trips to the restaurant, no food, and yet still get charged.  Now I have to spend more time on phone with credit card disputing the charges.  I will no longer use this faulty app.  My advise is to save your time and money and shop elsewhere, unless you wanna go through the drive through and pay double the app price.",stupidity CIV,"{'id': 15473664, 'body': ""Hey there. We're sorry you're having difficulties with your payment. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can further assist you."", 'modified': '2020-05-21T16:56:25Z'}",1,Nice exclusive deals but Payment Failures kill it,McDonalds
12,2019-01-08 22:48:40,False,"I have had the McDonald’s app since the beginning and always been an advocate and even encouraged my friends to get it. The thing is I don’t eat anything at McDonald’s besides fries and salads items, occasionally I may get a dessert or chicken item. In the beginning I was really able to take advantage of the $1 fry deals and the $3 off $10 or $1 off $7. As of recently, about 2 months, those deals are no longer there so I really no longer have anything to gain which is quite disappointing because I do love the app and have been such a fan. I just purchased some items that would have been $4 less had I still had my regular deals. If these new changes to the app will be permanent I only wish McDonald’s would consider deals that are frequented by consumers so that they can be tailored and continue to be taken advantage of. Also consider dietary needs and restrictions I used to have 10-20 deal to select from now I have 3-7 that I know I will not use. For example, I have a free any size soft beverage deal in my app right now, I can’t drink soda so I have no use for such a coupon. I have a $1 off a quarter pounder or Big Mac, also something I can’t have so it will go to waste. Then I have 2 others for a total of 4 deals that I cannot even take advantage of. Disappointing, especially because I know how great it used to be.",A user you're about to lose,,3,Used to be better,McDonalds
13,2020-05-15 23:36:52,False,"I wasted time setting up an accout. I wasted time trying to set up an order. It goes as far as letting you fill out all your info, but won’t let you enter a card to pay for it. I tried 2 different cards, but the ‘save’ button stays grayed out. I tried placing an order which it allowed me to do. But again, I couldn’t pay, as it wouldn’t allow me to save the card info. I hit ‘place order’ figuring I’d just pay cash when I got there. The app said the order was placed. Gave me an order # and all, so I figured everything was good to go. It (the app) said they would start the order when I got there and hit ‘Check In’. The only thing that came close to ‘check In’ was a button that said ‘I’m Already Here’. I pulled in to the parking lot and hit that button cuz nothing changed and it was the only option. Well... Of course the app is now saying It doesn’t have my order or maybe I’m not close enough OR talk to a crew member. I ended up having to go inside and place a whole new order which I was trying to avoid! Then it STILL took forever for these people to understand what I’m trying to explain what happened! It was so aggravating, the whole thing! Then I have to put up with their condescending attitudes... Unbelievable...
And of course there’s no one around to help figure out the problem. So that’s the last time I’ll be going to McDonald’s any more. Who needs the aggravation?",WayneD420,"{'id': 15359491, 'body': ""We're sorry about your experience with Mobile Order & Pay, Wayne! Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can look into this further."", 'modified': '2020-05-16T16:08:27Z'}",1,Waste Of Time,McDonalds
14,2019-08-28 17:30:22,False,"This review is long overdue and after not being able to use the only good coupon I have got on this app in months because my McDonald’s that I always go to is no longer a “participating location,” I finally feel the need to write this review. This app used to be SPECTACULAR and there were always plenty of coupons I could use daily and they were very good deals too! I was able to purchase food for myself and my family without breaking the bank too much. Then randomly one day they changed the entire app and removed all of the good coupons. Now there is one coupon daily (If I’m lucky two) and it can hardly be considered a “deal” as I’m saving like 30¢ rather than the $3-4 I used to save from a coupon. You can also get a coupon from this Plinko style game that you sometimes have to play a few times to even land something in the bag. From my experience you can play until you win however the $1 off coupon you receive after is normally never for anything I want so it’s hardly worth it. Not to mention it seems you have to use this coupon while ordering through the app and sitting in the parking lot, which is not my preferred way to eat at McDonald’s. They should bring this app back to its former glory so that it may have a purpose again because it’s current state is trash and I don’t even feel the need to open it as I wait in line at McDonald’s since I already know there will be no coupons worthwhile.",FlyingDog31,,1,No Good Deals,McDonalds
15,2021-01-03 17:13:28,False,"At about 10:15am I was thinking to go to McDonald's for breakfast.  There is always the question of when breakfast is no longer served - app said 11am for my McDonald's.  Great!  I have more than enough time.  So I get there at about 10:25 and try to place my order via the app.  I get an error that certain items are no longer available and those are removed.  Darn, I'll need to select something else.  I go back to the menu and it's the same menu with all the items available.  Try to order again, unavailable.  I kill the app and reopen it to try to ""refresh"" the available items.  Same menu, and trying to order many of these items still gave me the same ""unavailable"" message.  At this point I am very frustrated and go to the nearby Starbucks instead.

I assume what happened is that perhaps there is a more limited breakfast menu from 10:30-11:00 even though 1) it said breakfast until 11, and 2) the app was giving me the same full breakfast menu even at 10:35.  What's frustrating is that the app has the ability to understand the item availability since it errored during checkout, but apparently this information is not incorporated when ""building"" the menu that is shown.  So it's basically trial-and-error to find something available.  Perhaps the app should lock down from 10-11am daily if it's not possible to serve an accurate menu during that time.",Elderly Gentleman,"{'id': 20223173, 'body': 'We always want your Mobile Ordering to be awesome. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html\r\n', 'modified': '2021-01-06T17:45:04Z'}",1,10-11am is a disaster,McDonalds
16,2018-09-28 22:23:14,False,"Soooo...it sometimes works like it should, but it’s still buggy. And...I’ve experienced that the employees at various locations aren’t well trained with mobile ordering. On more than one occasion I’ve tried to pick up my order in the drive-thru, but the employee couldn’t close it out on their end. My card ends up getting charged several times, and I don’t get my food if I don’t have a way to pay for it on me. Therefore, I usually opt for curbside, which I don’t like doing either. I hate having the employees have to bring my food out to the mobile pickup if the weather is bad. Plus, if the order is wrong, then they have to go inside and come back out. 

One feature that is problematic with mobile ordering is that whatever phone you place the order from has to be the one arriving at the location because the app is tracking the phone. Almost all other mobile ordering apps don’t do that. For instance, if another family member is out and about and I’m sitting at home, I can’t order from the app and they pick it up. It tells me I’m not at the location. That’s annoying.

Lastly, the coupon deals are clunky. The coupon codes differ for each location. Therefore, you have to make sure you have the right location selected to get the correct coupon. It’s cumbersome the way that works.",Rendaphillips,"{'id': 5290397, 'body': 'Hi there, Renda! We always expect your service to be stellar. Having our staff trained and knowledgeable about our Mobile App is important to us. Please provide some more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can address this.', 'modified': '2018-09-29T22:14:11Z'}",3,Sometimes works,McDonalds
17,2022-02-26 01:43:17,False,"So the last couple times I’ve ordered, it makes it seemed glitchy not start with while ordering. Tonight I went through making sure I had my $30 order for my family with everything they wanted right before checking out, read it aloud, showed my hubby and all. Think nothing of it bc it said they had my order and we waited. Get my order and it’s barely anything.. so look at my order and what’s in the bag is right, but that order is what I ordered the last time I came through and the order that I actually went through making sure I had, never went through. So I ended up with more McDoubles than I needed and about 90% of the stuff I had to put on a second order to make sure my family ate. By then I was not in the mood and no longer wanted my food bc I’d have to spend more money than I planned if I got my meal plus the extra stuff, not to mention I carefully had put things bundled in meals on the order that should have went through and I had to do things separately now. By then it seemed like the workers were frustrated bc we seemed confused at our order and they just left our Icecream and everything in the pickup inside area even though I ordered curbside both times, even had to type in the 3. So much for trying to save money with McDonald’s. I hope you can fix the glitches bc this is a good app when it works.",ApShortcake,"{'id': 28278024, 'body': 'we’d love to help you with a solution. please give our Mobile App team more details at: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html', 'modified': '2022-02-27T13:11:14Z'}",1,So the last couple times I’ve ordered..,McDonalds
18,2019-12-13 14:34:15,False,"I’ve now attempted to use this 4 times. The order goes through fine, so maybe it’s actually just the employees in my town, managers included. The first time I used it, they said they didn’t have my order, and then charged my card 2 hours later for the mobile order, after I had already placed and paid for a new order at the store. I tried a different location, the first time the manager told me I had failed to pay for my order so I needed to drive back around to the first window and pay. There is NO OPTION but to make payment in app. The third time, not quite as bad, I had to drive up to the window and tell them my order so they could find it. Third time? I was told repeatedly they didn’t have any mobile orders, I had to go inside to straighten it out. Understand, THERE IS NO WAY TO CHECK IN UNTIL YOU ARE AT THE STORE. It uses GPS to track your location and it won’t check you in until you are almost in the parking lot. I know, I’ve tried. You literally cannot order from the wrong location, so THEY HAVE TO HAVE YOUR ORDER IF YOU CHECK IN. Even now as I type this, they don’t show my order as complete. I picked up my order 22 mins ago, according to my receipt, yet the blue bar at the top of my screen tells me they are still tracking my location! Seriously, if you are going to put the time and effort into making an app, take the time and effort to train the employees how to operate the system.",Minno mama,"{'id': 12404866, 'body': ""We're sorry about your experience with Mobile Order & Pay! Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further."", 'modified': '2019-12-15T22:37:56Z'}",1,Absolutely worthless,McDonalds
19,2019-09-07 17:05:13,False,Over engineered and poorly executed.  Downloaded the app and placed my first order.  We were good up to this point.  After placing the order and paying with Apple Pay the app went to a page that told me I had to  tell the app when I was close so that the order would be prepared.  No option to simply say be ready in 30 minutes.  My plan was to place the order and have someone else pick it up.  Not happening if I have to tell it I am close using my phone.  Drive to McDonald’s where the app tracked my location.  It did not automatically submit the order for preparation when I was near so I am not sure why they needed to track my location.  When I arrived I pressed the I am already here link in the app.  It then popped over to a screen telling me I had to select my pickup option.  Unfortunately the screen which I assume was supposed to have options was blank.  The  employees at McDonald’s had no idea what to do and didn’t really care either way.  Restarted the app several time but always ended up on the same blank pickup options screen.  I was able to cancel the order and reorder from the kiosk inside the store until that failed when I tried to pay at the kiosk.  Took me twice as long to get lunch as it would have to just walk in and place my order at the counter.  The reason I rated this app so poorly is not only that it failed to perform but that McDonald’s is capable of so much better than this.,Ntfreak,,1,Worst app ever,McDonalds
20,2022-01-26 16:18:01,False,"This is clearly the best app I’ve used for any fast food restaurant. It works. And I don’t mean just the app on your device, but the back office operations that are required to fulfill your order.  
The worst bug I experience is after one picks up their food. A day or two may go by, and then when I open to use the app again it hasn’t cleared out my past fulfilled order, and it automatically reloads the past order into the cart.  Then I have to go manually delete every item that I ordered before, so I can make a new order. Not a giant problem, more like just annoying. 
Not a formal bug, but a design error IMO, As I wish they made it easier to add condiments to an order. I think it should be the last thing selected before a person confirms their order. It’s easy to forget to add the condiments, then when I pick up my food I ask the personnel on duty for it, and although I get it, I can tell it’s a tiny annoyance for them - a break in their flow.  
Regardless, I’m impressed and happy with it. The formalized “menu hacks” feature to be released soon sounds awesome.",ToRoom101,,5,Good for fast food apps but a few bugs.,McDonalds
21,2018-03-25 05:00:50,False,I placed an order selected curbside waited like 20 mins no one comes out or says anything I started calling the drive thru person who finally looks across the lot and I tell him ive been here like 20 mins and no one has brought my food. He has like this shocked little on his face and another lady comes to the window and says can u get in the drive thru line (which by the way has at least 12 card in it). I said do you know how long that line is and I’ve already been waiting almost 20 mins then she said ok as soon as this car finishes I will bring you your food. So I wait and wait and wait. After the 6th car passes no one comes to the window or anything. I was so mad I drove around and got in the drive thru line which is wrapped around the building now. This is the worst customer service ever. You guys should be ashamed of yourself. If I could have gotten my money back from the app I would have left and went somewhere else. No one even apologized they just acted like nothing was wrong. It’s called fast food for a reason. I can’t believe I placed an order at 915 and still haven’t gotten my order as of 956. The building is locked so I can’t even go in and just ask for my money back. You guys have been in business long enough and should know how better to offer better customer service.,Micahfor children,,3,Horrible service,McDonalds
22,2021-12-15 03:34:37,True,"Kind of funny how this app lets you store payment info and do transactions, but when something goes wrong, there is no support. Good way to steal your money. Their solution is to just contact your bank and dispute it with them. They’ll do the transactions and take your money, but they want no part in giving you customer service for refunds lol. Such a good joke from such a large company. I’ve done the order from app and skip the line and wait at the stall for them to bring out your order. At two different McDonald’s I had the same experience. No one wants to bring out the food because they are lazy or short staffed so you wait 30 mins to an hour for your food. But your food is made, it is just sitting there getting cold. You can call the number on the sign, but sometimes they won’t answer or they will say they are short staffed because no one wants to work at McDonald’s for such low pay and they will try to get it out. 30 mins later you get your order and it is hard cold almost inedible fries, and a completely old sandwich. That’s where the non existent app support comes in. What do you do if your food is cold and inedible? You get no help on the app for a refund. They just take your money and the McDonald’s that gave you the cold inedible food will say the app is separate and they don’t deal with it. So this is a good way to have your money stolen from McDonald’s.",ADROMO,"{'id': 14740236, 'body': ""We're sorry about your experience with Mobile Order & Pay! Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further."", 'modified': '2021-12-15T03:34:38Z'}",1,Non Existent App Support,McDonalds
23,2020-11-22 05:10:07,False,"There were many times using the app, that provided very good results. However, I’ve also had problems many times when I tried making use of the deals. I would get to the part that I choose the deal that I want. Then the app tells me that I already used a deal so I need to wait for so many minutes, close to an hour, in order to use the deal again. NOTE: I DIDN’T EVEN USE THE APP THAT DAY???????? So, I’d end up just not using the app for my order. I would mention it to the manager but was told that they couldn’t do anything for me. I’ve complained and even had contact with people from McDonald’s, but, nothing came out of it. I even received an email which said that the problem was solved. Well, it wasn’t solved for me. I got so frustrated that I stopped using the McDonalds app and started using the apps from Wendy’s and Jack-in-the-Box. Sometimes, the Wendy's app doesn’t work. So, I just go into Wendy’s and ask if I can still make use of the offer in the app even if it wasn’t working. To my surprise, they manually process it for me. Just want to mention that Wendy’s and Jack in the box have really good deals in their apps. Today, I thought that I’d try to give the McDonald’s app another chance. But guess what! I couldn’t use the deal again because the app stated that I already used the deal recently.",Here in Beautiful Hawaii,,2,Never Ending Problems,McDonalds
24,2018-10-29 23:48:16,False,"The reason I liked this app was the convenience of ordering food for my kids if they’re hungry and I’m at work. They can walk over and pick up their food, and I pay right from my phone. Convenient right? Nope! I ordered from work one day, it was a little confusing and I had to hit back a few times to get the location right, or so I thought... well my daughter walked over, I screenshot and sent her the order confirmation. She’s waiting and they say no order. So I check the order again and it said it was ordered at another McDonalds down the road and I KNOW I clicked the right McDonalds when I placed my order. Anyways I called both McDonalds to see if they can transfer the order and they were NO HELP! Told me I needed to call the contact number on the app, well I did and was told that the charges are pending but it won’t clear since I never picked up my order. Today I look and see the charges cleared for $20 worth of food that I never got and McDonalds knows it was never picked up and that I was totally scammed! I call again and I am told I need to dispute the charges with my bank. Are you kidding me? This app is a joke and so is McDonalds. Deleting and never using again! I’ve been using the Starbucks app for years and never had problems like this. McDonald’s ripped me off of $20! You’ve been warned, do not use this app because even if you don’t pick up your food, you’re charged and they don’t refund you.",roxxxyp808,,1,Do not use this app!,McDonalds
25,2020-07-19 01:19:32,True,"I like the fact that there are awesome deals on the app. The app is user friendly, and I’ve only had a few issues with the map within the app detecting my location. My main issue with the app is that they won’t fix your food until you’re actually at the restaurant.  That makes no sense to me at all. I am a very busy person, and using the app doesn’t save me time, and often times it can be pretty inconvenient to use. I was almost late to work the last time I used it because it took 10 min to bring my food out to me at curbside. I saw cars come and go. I saw walk-ins come and go as I waited on my app order.  They were actually doing to go orders in the store. I would have rather done that, however, there was no option for to go orders on the app. Only curbside or drive thru were offered.

***In response to the developer’s response to my grievances with this app, I’d say that I still stand firm that the app needs work. It’s literally the slowest way to order at McDonald’s. There are MANY ways this could be rectified.  For instance provide a tracker similar to Domino’s. You could also provide a tone block for the customer to pick up the food. OR you could allow a customer to check in if they are within a half mile or so to the restaurant. I could go on and on, but you get the drift.",KG409,"{'id': 16717308, 'body': ""Hey there. Sorry you weren't satisfied with your Mobile Ordering experience. Your order isn't completed and prepared until you check-in at the store. This ensures it’s hot and fresh for you!"", 'modified': '2020-07-19T01:19:32Z'}",2,"Not bad, but not for me",McDonalds
26,2019-02-27 04:33:56,False,"I really like McDonald’s food, but what I hate more than anything about McDonald’s is their stupid double lane drive-thrus that they seem to have built everywhere now. From drivers not knowing how to line up in a fair way, to drivers just being plain jerks and not letting you merge, to the store getting orders mixed up (I have inadvertently paid for someone else’s meal before realizing it). It’s a horrible experience that simply discourages me from going to McDonald’s.

So I thought ordering through this new app would solve that whole debacle and make for a faster, more pleasant experience. Unfortunately, I have yet to be able to successfully order anything. I added one of the daily deals and then tried to order an additional burger along with it, but could only select from breakfast items (it was definitely past breakfast time), so I gave up for that day. A few days later, I tried ordering again, but when I tried to add a new deal, the app says I can only add one deal per order. Sure enough, the deal I had added before is still in my bag, but expired and I couldn’t for the life of me figure out how to delete it (I’ve since figured it out, but well after the fact). In addition, I could still only pick from breakfast items (again, it was definitely lunchtime) no matter what I tried to do. In short, this app has been completely unusable and I continue to not want to have anything to do with McDonald’s.",7dino7,"{'id': 7533481, 'body': ""We're sorry about the difficulties you've had! Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can look into this further."", 'modified': '2019-03-01T23:22:53Z'}",1,Infuriating,McDonalds
